501	82367
502	83375
503	83372
504	86460
505	86461
506	87469
507	87466
508	86446
509	86443
510	87467
511	87296
512	256
513	257
514	1281
515	1286
516	258
517	263
518	1303
519	1300
520	4356
521	4357
522	5397
523	5442
524	4422
525	4435
526	5443
527	5464
528	264
529	281
530	1289
531	1310
532	346
533	335
534	1375
535	4124
536	4108
537	5197
538	5213
539	4186
540	4126
541	5147
542	5211
543	16464
544	16656
545	17681
546	17745
547	16726
548	16658
549	17687
550	17735
551	20484
552	21524
553	21589
554	20485
555	20498
556	21590
557	21763
558	16659
559	16712
560	17688
561	17737
562	16729
563	17422
564	17482
565	20511
566	20559
567	21772
568	21788
569	20829
570	20749
571	21834
572	14
573	75
574	1035
575	1120
576	288
577	353
578	1313
579	1382
580	4130
581	5223
582	5175
583	4212
584	4452
585	5413
586	5493
587	34
588	1126
589	1075
590	291
591	376
592	1320
593	1401
594	4201
595	5182
596	5242
597	4463
598	4415
599	5500
600	16492
601	16429
602	17533
603	17786
604	16702
605	17467
606	17531
607	20592
608	20784
609	21809
610	21873
611	20598
612	21554
613	21815
614	16679
615	16740
616	17524
617	16437
618	16677
619	17714
620	17782
621	20579
622	21619
623	21864
624	20792
625	21545
626	21561
627	65838
628	65834
629	66943
630	65647
631	65644
632	66940
633	66941
634	69741
635	70762
636	71022
637	69995
638	70763
639	70720
640	65856
641	65857
642	66625
643	65606
644	65858
645	66887
646	69719
647	69716
648	70980
649	70981
650	69717
651	70914
652	70918
653	81939
654	82947
655	83224
656	82248
657	83033
658	83017
659	86366
660	87066
661	87055
662	86303
663	86364
664	87116
665	82189
666	82205
667	82970
668	82014
669	82267
670	82971
671	86032
672	86352
673	87377
674	86033
675	86294
676	87378
677	65623
678	65799
679	66884
680	65620
681	65813
682	66885
683	69714
684	69910
685	70979
686	69715
687	69896
688	71000
689	65545
690	65817
691	66894
692	65546
693	65887
694	66575
695	69708
696	69980
697	70685
698	69709
699	69898
700	70734
701	82187
702	82251
703	82976
704	82272
705	82977
706	83041
707	86310
708	87138
709	87335
710	86391
711	87092
712	87332
713	82021
714	83253
715	83298
716	81958
717	83315
718	86115
719	86328
720	87400
721	86073
722	86313
723	87166
724	262458
725	263215
726	263295
727	262460
728	263212
729	263533
730	266301
731	267578
732	267646
733	266363
734	267579
735	262192
736	262512
737	263281
738	262449
739	263222
740	263282
741	266615
742	267367
743	267556
744	266292
745	267637
746	278629
747	278898
748	279606
749	278819
750	279603
751	279848
752	283000
753	283753
754	284025
755	282734
756	284010
757	278591
758	278831
759	279596
760	278844
761	279613
762	279853
763	282666
764	283950
765	282667
766	282923
767	283776
768	262528
769	263297
770	263553
771	262278
772	263554
773	266375
774	266647
775	267412
776	266628
777	267397
778	267669
779	262338
780	263622
781	262355
782	262595
783	263384
784	266376
785	267673
786	266377
787	266654
788	267482
789	278991
790	279775
791	279964
792	278668
793	280013
794	282845
795	283098
796	284062
797	282779
798	284123
799	278736
800	278928
801	279697
802	278993
803	279766
804	282770
805	283031
806	283847
807	283012
808	283796
809	284117
810	328069
811	328850
812	328150
813	328835
814	329107
815	331976
816	332952
817	332233
818	333017
819	333198
820	327882
821	328863
822	328143
823	328844
824	329116
825	331997
826	332941
827	332234
828	332942
829	333259
830	344459
831	345312
832	344480
833	345313
834	348321
835	348646
836	349346
837	348647
838	349623
839	344308
840	344548
841	345509
842	344309
843	345506
844	348390
845	349363
846	349603
847	348408
848	349352
849	328185
850	328937
851	327870
852	328186
853	328943
854	331967
855	333308
856	332012
857	332973
858	333309
859	327930
860	328894
861	328123
862	328955
863	332016
864	332208
865	333233
866	332017
867	333302
868	344498
869	345271
870	344231
871	344548
872	345332
873	348341
874	349605
875	348594
876	349430
877	349667
878	344563
879	345320
880	344248
881	345513
882	348601
883	349358
884	348330
885	348671
886	349423
887	262380
888	263676
889	262653
890	263405
891	266474
892	266734
893	267755
894	266475
895	267456
896	262592
897	263617
898	262337
899	263366
900	263618
901	266695
902	267479
903	266452
904	267716
905	278981
906	279765
907	278658
908	279686
909	279955
910	283011
911	283800
912	282824
913	284121
914	278985
915	279774
